Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;JAVAES PETROLEO E DERIVADOS LTDA;AVENIDA CORONEL HUMBERTO BEZERRA, NR: 645, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;GASOLINA ADITIVADA;6.99;0.0;7.225;7.59;7.54;7.69;0.0
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;MG DERIVADOS DE PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 3170, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;DIESEL;5.6;5.73;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;MG DERIVADOS DE PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 3170, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;DIESEL S10;5.89;5.938;6.8;6.89;7.03;7.055;7.4
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;MG DERIVADOS DE PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 3170, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;ETANOL;5.6;5.6;5.8;5.75;5.996666666666667;5.94;5.58
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;MG DERIVADOS DE PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 3170, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;GASOLINA;6.5;6.53;7.12;7.1;7.18;7.4;5.85
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;MG DERIVADOS DE PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 3170, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;GASOLINA ADITIVADA;6.72;6.69;7.45;7.34;7.426666666666667;7.5;6.59
NE;CE;JUAZEIRO DO NORTE;PEDRINHAS;AZUL ENTULHOS - COLETA DE RESIDUOS LTDA;RUA SEBASTIAO PALMEIRA, NR: 235, COMPLEMENTO: NI - BAIRRO: PEDRINHAS;DIESEL S10;5.8275;5.786666666666666;6.4675;6.666666666666667;7.253333333333333;7.445;7.5375
NE;CE;JUAZEIRO DO NORTE;PEDRINHAS;AZUL ENTULHOS - COLETA DE RESIDUOS LTDA;RUA SEBASTIAO PALMEIRA, NR: 235, COMPLEMENTO: NI - BAIRRO: PEDRINHAS;ETANOL;5.645;5.263333333333333;5.46;5.703333333333333;6.223333333333334;6.49;5.6850000000000005
NE;CE;JUAZEIRO DO NORTE;PEDRINHAS;AZUL ENTULHOS - COLETA DE RESIDUOS LTDA;RUA SEBASTIAO PALMEIRA, NR: 235, COMPLEMENTO: NI - BAIRRO: PEDRINHAS;GASOLINA;6.5975;6.243333333333333;6.875;7.126666666666666;7.466666666666666;7.74;6.3175
NE;CE;JUAZEIRO DO NORTE;PEDRINHAS;AZUL ENTULHOS - COLETA DE RESIDUOS LTDA;RUA SEBASTIAO PALMEIRA, NR: 235, COMPLEMENTO: NI - BAIRRO: PEDRINHAS;GASOLINA ADITIVADA;6.7425;6.363333333333333;6.905;7.126666666666666;7.53;7.845;6.665
NE;CE;JUAZEIRO DO NORTE;PIRAJA;M D PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJA;DIESEL;0.0;0.0;0.0;7.38;7.413333333333334;8.08;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;M D PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJA;DIESEL S10;0.0;0.0;0.0;7.48;7.513333333333333;8.18;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;M D PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJA;ETANOL;0.0;0.0;0.0;5.8;6.19;6.39;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;M D PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA;0.0;0.0;0.0;7.49;7.553333333333334;7.63;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;M D PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA ADITIVADA;0.0;0.0;0.0;7.79;7.786666666666666;7.78;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MG DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES, NR: 875, COMPLEMENTO: NI - BAIRRO: PIRAJA;DIESEL;5.58;0.0;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MG DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES, NR: 875, COMPLEMENTO: NI - BAIRRO: PIRAJA;DIESEL S10;5.89;5.983333333333333;6.498;6.923333333333333;7.093333333333334;7.256666666666667;7.55
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MG DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES, NR: 875, COMPLEMENTO: NI - BAIRRO: PIRAJA;ETANOL;5.99;5.760000000000001;5.57;5.733333333333333;6.010000000000001;5.94;5.58
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MG DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES, NR: 875, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA;6.59;6.526666666666666;6.884;7.099999999999999;7.22;7.466666666666666;6.205
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MG DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES, NR: 875, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA ADITIVADA;6.69;6.75;7.136;7.2;7.359999999999999;7.566666666666666;6.99
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MTDA PETROLEO LTDA;TRAVESSA ALBIS IRAPUAN PIMENTEL, NR: 304, COMPLEMENTO: NI - BAIRRO: PIRAJA;DIESEL S10;5.79;0.0;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MTDA PETROLEO LTDA;TRAVESSA ALBIS IRAPUAN PIMENTEL, NR: 304, COMPLEMENTO: NI - BAIRRO: PIRAJA;ETANOL;5.52;5.52;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MTDA PETROLEO LTDA;TRAVESSA ALBIS IRAPUAN PIMENTEL, NR: 304, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA;6.49;6.54;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJA;MTDA PETROLEO LTDA;TRAVESSA ALBIS IRAPUAN PIMENTEL, NR: 304, COMPLEMENTO: NI - BAIRRO: PIRAJA;GASOLINA ADITIVADA;6.94;6.94;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJÁ;M D PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJÁ;DIESEL;0.0;5.78;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJÁ;M D PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJÁ;DIESEL S10;0.0;5.96;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJÁ;M D PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJÁ;ETANOL;0.0;5.79;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJÁ;M D PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJÁ;GASOLINA;0.0;6.69;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;PIRAJÁ;M D PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 618, COMPLEMENTO: NI - BAIRRO: PIRAJÁ;GASOLINA ADITIVADA;0.0;6.85;0.0;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;ROMEIRAO;URBANO COMERCIO DE LUBRIFICANTES LIMITADA;RUA JOSE ANDRADE DE LAVOR, NR: 2734, COMPLEMENTO: NI - BAIRRO: ROMEIRAO;DIESEL S10;0.0;0.0;6.16;0.0;7.15;7.96;7.96
NE;CE;JUAZEIRO DO NORTE;ROMEIRAO;URBANO COMERCIO DE LUBRIFICANTES LIMITADA;RUA JOSE ANDRADE DE LAVOR, NR: 2734, COMPLEMENTO: NI - BAIRRO: ROMEIRAO;ETANOL;0.0;0.0;5.5;0.0;6.45;6.45;6.45
